Doc,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
4956,0.01,0.01,0.01,0.01,0.01,5.00999,0.01,0.01,0.01,0.01,0.01,21.678459,0.01,107.341507,0.01,0.01,0.01,1.01,0.01,0.01
4957,0.01,0.01,5.304437,0.01,0.01,0.01,0.01,28.587481,0.01,0.01,0.01,0.01,0.01,7.138086,0.01,0.01,0.01,0.01,0.01,0.01
4958,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,18.01,0.01,0.01,0.01,0.01,0.01,0.01
4959,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.338504,0.01,0.01,0.01,1.176781,0.01,7.514716,0.01,0.01,0.01,0.01,0.01,0.01
4960,0.01,0.01,0.01,0.01,2.473692,0.01,0.01,3.531654,13.362154,0.01,0.01,2.115509,0.01,4.564528,0.01,0.01,5.012465,0.01,0.01,0.01
4961,0.01,0.01,2.009939,0.01,24.980671,0.01,0.01,5.825866,23.022305,0.01,0.01,0.01,1.01,14.211219,0.01,0.01,0.01,0.01,0.01,0.01
4962,0.01,0.01,0.01,0.01,4.856307,0.01,0.01,26.349546,0.01,0.01,0.01,0.01,0.93683,33.897312,0.01,0.01,0.01,0.01,0.01,0.01
4963,0.01,0.01,8.342999,0.01,0.01,0.01,0.01,8.782243,1.361181,0.01,0.01,0.01,0.01,23.553572,2.009997,0.01,0.01,0.01,0.01,0.01
4964,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.01,0.01,0.01,0.01,0.01,0.01,0.01
4965,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4966,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,16.01,0.01,0.01,0.01,2.009996,0.01,0.01
4967,0.01,0.01,0.01,0.01,24.38101,0.01,0.01,2.747643,10.353244,0.01,0.01,4.558105,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4968,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.307,0.01,0.01,14.875733,1.847265,0.01,0.01,0.01,0.01,0.01
4969,0.01,0.01,0.01,0.01,282.189911,0.01,0.01,3.967253,7.955249,0.01,3.971923,0.01,2.731648,2.245959,0.01,0.01,0.01,0.01,1.007972,0.01
4970,0.01,0.01,0.01,0.01,12.082047,0.01,0.01,0.01,0.01,2.009973,1.271898,0.01,0.01,69.854187,2.831902,0.01,0.01,0.01,0.01,0.01
4971,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.01,0.01,1.01,0.01,0.01,0.01,0.01
4972,0.01,0.01,0.01,0.01,1.968251,0.01,0.01,55.902512,40.159225,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4973,0.01,0.01,0.01,0.01,43.792625,0.01,0.01,0.01,6.424968,0.01,0.01,0.01,0.01,5.812405,0.01,0.01,0.01,0.01,0.01,0.01
4974,0.01,0.01,0.01,2.009993,13.590162,0.01,0.01,0.01,27.336229,0.01,1.678587,0.01,0.01,14.435033,0.01,0.01,0.01,0.01,0.01,0.01
4975,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.373266,0.01,0.01,0.01,0.01,0.01,38.660423,0.01,0.01,0.01,0.01,2.110461,0.895849
4976,0.01,0.01,10.620033,0.01,42.160572,0.01,0.01,113.943253,2.494956,0.01,0.01,0.01,2.009817,227.344727,0.01,0.01,0.01,1.009986,17.49654,0.01
4977,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,22.010004,0.01,1.01,0.01,0.01,0.01,0.01
4978,0.01,0.01,0.01,0.01,0.01,0.01,0.01,21.854307,0.01,0.01,0.01,2.966626,0.01,15.22303,0.01,0.01,0.996041,0.01,0.01,0.01
4979,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.208093,0.01,0.01,0.01,1.273672,0.01,71.548241,0.01,0.01,0.01,0.01,0.01,0.01
4980,0.01,0.01,4.140881,0.01,2.070968,0.01,0.01,143.052475,6.838217,0.01,0.01,0.01,0.01,63.977005,0.01,0.01,3.311075,0.01,2.679378,0.01
4981,0.01,0.01,0.01,0.01,3.493091,0.01,0.01,51.932907,0.01,0.01,1.983298,4.6307,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4982,0.01,0.01,0.01,0.01,7.787103,0.01,0.01,33.438133,7.409416,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.405346,0.01,0.01,0.01
4983,0.01,0.01,0.01,0.01,65.834831,0.01,0.01,0.01,0.01,0.01,0.01,24.482578,0.01,0.01,2.774839,1.947746,0.01,0.01,0.01,0.01
4984,0.01,0.01,0.01,3.009977,29.614819,0.01,0.01,0.01,12.307256,0.01,0.01,9.161551,0.01,8.956403,0.01,0.01,0.01,0.01,0.01,0.01
4985,0.01,0.01,0.01,0.01,2.896966,2.010022,0.01,130.59317,14.758042,0.01,10.345208,23.032845,0.01,31.433477,0.01,18.01026,0.01,0.01,0.01,0.01
4986,0.01,0.01,19.161814,0.01,11.947648,0.01,1.009996,23.244572,0.01,0.01,0.01,0.01,0.01,14.685972,0.01,0.01,0.01,0.01,0.01,0.01
4987,0.01,0.01,0.01,0.01,45.953632,0.01,0.01,63.750381,0.01,0.01,16.883705,0.01,0.01,0.01,0.01,0.01,4.45226,0.01,0.01,0.01
4988,0.01,0.01,0.01,0.01,13.090021,0.01,0.01,76.409279,0.01,0.01,0.01,0.01,17.957092,66.583641,0.01,0.01,0.01,0.01,0.01,0.01
4989,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.402996,1.009998,0.01,0.01,0.01,6.617005,0.01,0.01,0.01,0.01,0.01,0.01
4990,3.009978,0.01,0.01,0.01,19.132107,0.01,0.01,98.551727,2.532242,0.01,0.01,22.829477,0.01,26.004461,0.01,0.01,0.01,0.01,0.01,0.01
4991,0.01,0.01,6.018126,0.01,10.080679,0.01,0.01,10.451749,0.01,0.01,0.01,2.489447,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4992,0.01,0.01,2.488193,0.01,5.511064,0.01,0.01,83.999947,61.040783,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4993,0.01,0.01,2.865311,0.01,6.935738,0.01,0.01,0.01,0.01,0.01,0.01,5.253918,0.01,0.01,0.01,0.01,1.985032,0.01,0.01,0.01
4994,0.01,0.01,0.01,0.01,5.989928,0.01,0.01,0.01,5.738683,0.01,0.01,2.01079,0.01,64.300583,0.01,0.01,0.01,0.01,0.01,0.01
4995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,29.499586,0.01,0.01,0.01,8.685932,0.01,18.84449,0.01,0.01,0.01,0.01,0.01,0.01
4996,0.01,0.01,3.959921,0.01,10.626321,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.443758,0.01,0.01,0.01,0.01,0.01,0.01
4997,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,32.009995,0.01,0.01,0.01,0.01,0.01,0.01
4998,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12.474398,0.01,0.01,3.01001,0.01,0.01,11.545592,0.01,0.01,0.01,0.01,0.01,0.01
4999,0.01,0.01,0.01,0.01,8.32253,0.01,9.009997,161.912521,0.01,0.01,7.909662,73.346924,0.01,0.01,0.01,0.01,7.558365,0.01,0.01,0.01
5000,5.010027,0.01,0.01,0.01,53.125713,0.01,0.01,104.471397,7.681424,0.01,0.01,8.331574,0.01,0.01,7.221448,0.01,0.01,0.01,0.01,5.228412
5001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.263454,0.01,0.01,0.01,0.01,0.01,1.756546,0.01,0.01,0.01,0.01,0.01,0.01
5002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,60.623798,0.01,0.01,2.396213,0.01,0.01,1.01
5003,0.01,0.01,2.010017,0.01,0.01,0.01,0.01,49.14864,0.01,0.01,1.016455,0.01,0.01,41.864883,0.01,0.01,0.01,0.01,0.01,0.01
5004,0.01,0.01,0.01,0.01,10.275102,0.01,2.01,19.535181,12.219718,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,49.013802,0.01,0.01,0.01,15.13929,0.01,20.876911,0.01,0.01,0.01,0.01,0.01,0.01
5006,0.01,0.01,0.01,4.009976,35.929573,0.01,3.010022,15.012313,61.6035,0.01,0.01,90.346237,0.01,26.158382,0.01,0.01,0.01,0.01,0.01,0.01
5007,0.01,0.01,0.01,0.01,5.893629,0.01,0.01,43.284599,169.965775,0.01,5.344287,0.01,0.01,62.561649,1.009991,0.01,0.01,0.01,0.01,0.01
5008,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.01,0.01,0.01,0.01,0.01,0.01,0.01
5009,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.535484,0.01,0.01,0.01,0.01,0.01,6.484517
5010,0.01,0.01,0.01,0.01,55.403824,0.01,0.01,0.01,0.01,0.01,0.01,28.094347,0.01,9.531552,0.01,0.01,0.01,0.01,3.010274,0.01
5011,0.01,0.01,1.009847,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,65.010155,0.01,0.01,0.01,0.01,0.01,0.01
5012,0.01,0.01,3.248569,0.01,0.01,0.01,0.01,49.742859,27.130138,0.01,0.01,1.918437,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5013,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.420768,1.723468,0.01,0.01,0.01,0.01,33.885757,0.01,0.01,0.01,0.01,0.01,0.01
5014,0.01,0.01,4.124354,0.01,0.01,0.01,0.01,76.87326,29.298645,2.009962,0.01,0.01,0.01,47.743782,0.01,0.01,0.01,0.01,0.01,0.01
5015,0.01,0.01,0.01,0.01,0.01,1.009985,1.009988,10.679717,26.98851,0.01,0.01,1.116296,0.01,66.255493,0.01,0.01,0.01,0.01,0.01,0.01
5016,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.476319,0.01,0.01,0.01,0.01,0.01,33.543678,0.01,0.01,0.01,0.01,0.01,0.01
5017,0.01,0.01,0.01,0.01,7.768262,0.01,0.01,0.01,62.981979,3.010016,0.01,0.01,0.01,89.279724,0.01,0.01,0.01,0.01,0.01,0.01
5018,0.01,0.01,0.01,0.01,9.036586,0.01,0.01,7.228018,2.943321,0.01,0.01,0.01,0.01,0.01,1.832075,0.01,0.01,0.01,0.01,0.01
5019,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.690729,0.01,0.01,0.01,0.01,0.01,23.329275,1.01,0.01,0.01,0.01,0.01,0.01
5020,0.01,0.01,0.01,0.01,22.580139,0.01,0.01,0.01,7.439862,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5021,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9.033574,0.01,0.01,0.01,11.986426,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5022,0.01,0.01,0.01,2.010011,0.01,6.010063,0.01,160.29599,14.322013,0.01,1.209792,0.01,0.01,137.408218,0.01,4.010039,2.621908,0.01,8.201868,0.01
5023,0.01,0.01,0.01,2.009989,8.443579,0.01,0.01,21.576433,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5024,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.217255,0.01,0.01,21.562212,0.01,0.01,0.01,0.01,0.01,7.250535
5025,0.01,0.01,0.01,0.01,9.851108,0.01,0.01,10.168894,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5026,0.01,0.01,0.01,0.01,18.382835,0.01,0.01,0.01,0.01,0.01,12.637166,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5027,0.01,0.01,3.301447,0.01,13.589881,0.01,0.01,43.08572,0.01,0.01,0.01,0.01,0.01,7.962183,0.01,0.01,1.110775,0.01,0.01,0.01
5028,0.01,0.01,0.01,0.01,21.160206,0.01,0.01,0.01,0.01,0.01,12.759784,0.01,0.01,13.109591,0.01,0.01,0.01,0.01,2.01042,0.01
5029,0.01,0.01,0.01,0.01,21.57556,0.01,0.01,0.01,1.576789,0.01,0.01,0.01,0.01,32.87875,0.01,0.01,0.01,0.01,1.008892,0.01
5030,0.01,0.01,0.01,0.01,0.01,0.01,0.01,44.817696,0.01,0.01,2.12672,2.166502,0.01,61.847099,0.01,0.01,1.091992,0.01,0.01,0.01
5031,0.01,0.01,0.01,1.009941,80.394707,0.01,0.01,0.01,0.01,0.01,0.01,81.538689,0.01,3.096687,0.01,0.01,0.01,0.01,0.01,2.009969
5032,0.01,0.01,0.01,0.01,3.859216,0.01,0.01,49.847958,10.226874,0.01,0.01,0.01,1.960628,100.118477,0.01,0.01,0.01,0.01,0.01,1.046857
5033,0.01,0.01,0.01,0.01,1.977247,0.01,0.01,0.01,26.921831,0.01,0.01,0.01,0.01,62.130901,0.01,0.01,0.01,0.01,0.01,0.01
5034,0.01,0.01,0.01,0.01,12.237775,0.01,0.01,30.780558,5.309609,0.01,0.01,2.712058,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5035,0.01,0.01,0.01,0.01,2.507801,0.01,0.01,11.069864,3.993144,0.01,4.469191,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5036,0.01,0.01,4.459105,0.01,26.321817,0.01,1.009993,20.799036,0.01,0.01,0.01,143.587708,0.01,3.089492,0.01,2.009991,8.034398,0.01,0.01,0.778565
5037,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14.877975,0.01,0.01,0.01,0.01,0.01,20.142023,0.01,0.01,0.01,0.01,0.01,0.01
5038,7.010067,0.01,0.01,0.01,0.01,0.01,0.01,39.921986,4.084148,0.01,0.01,16.743324,0.01,9.290475,1.010001,0.01,0.01,0.01,0.01,0.01
5039,0.01,0.01,0.01,1.009946,51.10099,0.01,0.01,13.668946,0.01,0.01,36.334702,0.01,1.935403,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5040,0.01,0.01,0.01,0.01,7.561788,0.01,0.01,9.798197,11.288336,0.01,0.01,0.01,0.01,2.391678,0.01,0.01,0.01,0.01,0.01,0.01
5041,0.01,0.01,0.01,0.01,43.626808,0.01,0.01,0.01,19.28504,0.01,0.01,0.01,0.01,5.118279,3.009869,0.01,0.01,0.01,0.01,0.01
5042,0.01,0.01,0.01,0.01,4.054799,0.01,0.01,1.372199,1.622003,0.01,0.01,0.01,1.00999,54.991005,0.01,0.01,0.01,0.01,0.01,0.01
5043,0.01,0.01,0.01,0.01,18.009377,5.009995,0.01,40.655312,11.830543,0.01,0.01,17.789541,0.01,6.885093,0.01,0.01,2.890143,0.01,0.01,0.01
5044,0.01,0.01,0.01,0.01,1.216619,0.01,0.01,4.928783,0.01,0.01,0.01,0.01,0.01,42.574291,0.01,0.01,10.320304,0.01,0.01,0.01
5045,0.01,0.01,1.041155,0.01,0.01,0.01,0.01,51.327042,3.252199,0.01,0.01,0.01,0.01,31.419617,0.01,0.01,0.01,0.01,0.01,0.01
5046,0.01,0.01,0.01,0.01,81.657745,0.01,0.01,169.933868,0.01,0.01,0.01,6.301455,0.01,17.14706,0.01,1.009865,0.01,0.01,0.01,0.01
5047,0.01,0.01,6.418209,0.01,0.01,0.01,0.01,16.173258,0.01,0.01,0.01,0.01,0.01,45.80035,2.009998,0.01,0.01,0.01,5.648172,0.01
5048,0.01,0.01,0.01,0.01,3.133507,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.886493,0.01,0.01,0.01,0.01,0.01,0.01
5049,0.01,5.009955,0.01,0.01,31.219246,0.01,0.01,120.70195,76.886566,0.01,0.01,9.592403,0.01,54.649788,12.009983,0.01,0.01,0.01,0.01,0.01
5050,0.01,0.01,0.01,0.01,21.911825,0.01,0.01,40.267986,14.839478,0.01,0.01,10.020705,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5051,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.559576,0.01,0.01,0.01,3.460426,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5052,0.01,0.01,0.01,0.01,1.264682,0.01,0.01,34.755314,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5053,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.582393,9.864073,0.01,2.124005,0.01,0.01,19.5527,0.01,0.01,0.926826,0.01,0.01,0.01
5054,0.01,0.01,0.01,0.01,1.932311,0.01,0.01,6.709476,3.21326,0.01,0.01,0.01,0.01,26.184948,0.01,0.01,0.01,0.01,0.01,0.01
5055,0.01,0.01,2.676974,0.01,4.888044,0.01,0.01,0.01,9.464982,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5056,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14.028268,2.991733,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5057,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,65.010002,0.01,0.01,0.01,0.01,0.01,0.01
5058,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,34.009998,0.01,0.01,0.01,0.01,0.01,0.01
5059,0.01,0.01,0.01,0.01,21.010002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5060,0.01,2.009991,0.01,0.01,6.276444,0.01,0.01,31.743561,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5061,2.009964,0.01,14.398986,0.01,0.01001,0.01,0.01,20.26635,0.01,0.01,0.01,0.01,0.01,136.364624,0.01,0.01,0.01,0.01,0.01,0.01
5062,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.01,0.01,0.01,0.01,0.01,0.01,0.01
5063,0.01,2.010005,3.200868,0.01,3.395093,7.009963,0.01,308.539612,12.096046,6.009956,0.01,0.01,1.009975,249.282333,0.01,0.01,0.01,0.01,0.01,4.54588
5064,0.01,0.01,0.01,0.01,2.269146,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,18.735876,0.01,0.966559,1.06842,0.01,0.01,0.01
5065,0.01,0.01,0.01,0.01,2.372988,0.01,0.01,0.01,1.009974,0.01,0.01,0.01,0.01,8.647037,0.01,1.010001,0.01,0.01,0.01,0.01
5066,0.01,0.01,0.01,0.01,0.01,13.010068,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80.689415,0.01,0.01,0.01,0.01,31.330503,0.01
5067,0.01,0.01,0.01,0.01,27.7229,1.010006,0.01,57.391571,101.365128,0.01,0.01,4.970072,0.01,136.602524,2.137343,0.01,0.01,0.01,0.01,3.880319
5068,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,34.009998,0.01,1.01,0.01,0.01,0.01,0.01
5069,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.009825,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.010134,0.01,2.010041,0.01
5070,0.01,0.01,0.01,0.01,0.01,0.01,0.01,56.977562,14.042442,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5071,0.01,0.01,1.07862,0.01,3.594924,0.01,0.01,117.341049,24.249168,0.01,0.01,0.01,5.814175,64.982086,0.01,0.01,0.01,0.01,0.01,0.01
5072,0.01,0.01,4.41419,0.01,4.9834,1.01,0.01,44.851208,2.461809,0.01,0.01,1.339386,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5073,0.01,0.01,7.772757,0.01,94.396523,4.010186,0.01,3.503931,0.01,1.010008,3.888683,21.09997,0.01,25.397997,0.01,0.01,0.01,2.010072,0.01,0.01
5074,0.01,0.01,0.01,0.01,19.563808,0.01,0.01,4.141349,3.324843,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5075,0.01,0.01,0.01,0.01,4.39156,0.01,0.01,0.01,0.01,0.01,23.10383,0.01,0.01,102.077408,0.01,0.01,3.46721,0.01,0.01,0.01
5076,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13.514466,1.009999,0.01,1.284045,0.01,3.231488,0.01,0.01,0.01,0.01,0.01,0.01
5077,0.01,0.01,3.010003,0.01,0.01,0.01,0.01,12.179263,0.01,0.01,0.01,0.01,0.01,8.840734,0.01,0.01,0.01,0.01,0.01,0.01
5078,0.01,0.01,0.01,0.01,46.777412,0.01,0.01,0.01,3.24258,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5079,0.01,2.009978,0.01,0.01,0.01,0.01,4.009993,9.169311,0.01,0.01,0.01,0.01,0.01,65.32608,0.01,0.01,0.01,0.01,1.534626,0.01
5080,0.01,0.01,0.01,0.01,13.892697,0.01,0.01,1.312352,5.824937,0.01,0.01,0.01,0.01,0.01,0.01,1.010016,0.01,0.01,0.01,0.01
5081,0.01,0.01,0.01,0.01,6.349913,0.01,0.01,7.544271,0.01,0.01,0.01,3.122329,0.01,3.023488,0.01,0.01,0.01,0.01,0.01,0.01
5082,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.356977,6.510418,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.162605,0.01,0.01,0.01
5083,0.01,0.01,0.01,0.01,0.01,0.01,0.01,34.664154,8.351484,0.01,0.01,6.718626,0.01,0.01,0.01,0.01,14.222592,0.01,1.093143,0.01
5084,0.01,0.01,0.01,0.01,0.01,0.01,0.01,51.89534,0.01,0.01,0.01,3.124657,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5085,0.01,0.01,5.55362,2.009978,11.465036,0.01,0.01,0.01,2.908935,0.01,0.01,22.992722,0.01,4.251436,0.01,0.01,8.803561,0.01,1.094711,0.01
5086,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.01,0.01,0.01,0.01,0.01,0.01,0.01
5087,0.01,0.01,2.253805,0.01,8.135602,0.01,0.01,25.420109,0.01,0.01,0.01,4.230483,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5088,0.01,0.01,0.01,0.01,0.01,0.01,1.010008,29.153801,0.01,0.01,0.01,0.01,0.01,9.866191,0.01,0.01,0.01,0.01,0.01,0.01
5089,0.01,0.01,0.01,0.01,0.01,0.01,0.01,93.835762,12.753076,0.01,1.061092,0.01,1.827143,32.572899,0.01,0.01,0.01,0.01,0.01,0.01
5090,0.01,0.01,0.01,0.01,11.159234,0.01,0.01,6.023364,7.362291,0.01,2.375199,0.01,0.01,21.48452,1.655393,0.01,0.01,0.01,0.01,0.01
5091,0.01,0.01,0.01,1.010009,0.01,0.01,0.01,4.694439,0.01,0.01,0.01,0.01,0.01,65.373413,0.01,0.01,0.01,0.01,6.962136,0.01
5092,0.01,0.01,0.01,0.01,26.769262,0.01,0.01,9.309215,0.01,0.01,0.01,0.01,0.95152,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5093,0.01,0.01,0.01,0.01,15.596428,0.01,0.01,6.008406,36.467297,0.01,1.433176,0.01,0.01,13.809616,0.01,0.01,6.203228,0.01,1.551854,0.01
5094,0.01,0.01,0.01,0.01,0.01,0.01,0.01,59.239262,93.539902,0.01,0.01,0.01,0.01,21.250847,0.01,0.01,0.01,0.01,0.01,0.01
5095,0.01,0.01,0.01,0.01,58.252754,0.01,0.01,15.921303,0.01,0.01,37.771282,11.96968,0.01,0.01,0.01,0.01,0.01,0.01,1.134964,0.01
5096,0.01,0.01,0.01,0.01,24.913517,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.617342,0.01,0.01,11.499144,0.01,0.01,0.01
5097,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13.010002,0.01,1.009999,0.01,0.01,0.01,0.01
5098,0.01,0.01,0.01,2.009973,2.754931,0.01,0.01,2.212935,0.01,0.01,0.01,0.01,0.01,66.057808,0.01,0.01,1.01435,0.01,0.01,0.01
5099,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.727757,0.01,0.01,0.01,0.01,0.01,59.292233,0.01,0.01,0.01,0.01,0.01,0.01
5100,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.171988,65.38092,0.01,0.01,5.818589,0.01,59.780437,1.898072,0.01,0.01,0.01,0.01,0.01
5101,0.01,0.01,0.01,0.01,11.46251,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,16.22069,0.01,1.009998,15.346803,0.01,0.01,0.01
5102,0.01,0.01,0.01,0.01,76.009781,0.01,0.01,3.821521,21.759035,0.01,0.01,0.01,0.01,22.449675,0.01,0.01,0.01,0.01,0.01,0.01
5103,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.014762,0.01,17.15641,0.01,0.01,16.858824,0.01,0.01,0.01
5104,0.01,0.01,4.010007,0.01,3.335891,0.01,0.01,0.01,9.799893,0.01,0.01,0.01,0.01,32.894272,0.01,0.01,0.01,3.009931,0.01,0.01
5105,0.01,0.01,15.480307,2.010021,78.366287,0.01,0.01,93.938248,2.129259,0.01,3.188409,0.01,0.01,61.15913,0.01,0.01,0.01,0.01,2.808296,0.01
5106,0.01,0.01,0.01,0.01,18.324408,0.01,0.01,0.01,5.190584,0.01,0.01,0.01,0.01,36.515003,0.01,0.01,0.01,0.01,0.01,0.01
5107,0.01,0.01,0.01,0.01,18.884731,0.01,0.01,10.135267,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5108,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5109,0.01,0.01,0.01,0.01,5.547442,0.01,0.01,20.253637,7.228908,0.01,0.01,0.01,1.010016,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5110,0.01,0.01,1.136744,0.01,0.01,0.01,0.01,18.151903,0.01,0.01,0.01,0.01,0.01,27.525454,0.01,0.01,0.01,0.01,3.225898,0.01
5111,0.01,0.01,0.01,0.01,20.56233,0.01,0.01,24.956274,12.462796,0.01,0.01,0.01,0.01,2.058594,0.01,0.01,0.01,0.01,0.01,0.01
5112,0.01,0.01,3.155075,0.01,97.739647,0.01,0.01,0.01,0.01,0.01,0.01,47.804237,0.01,0.01,0.01,0.01,2.341017,0.01,0.01,0.01
5113,0.01,0.01,6.647053,0.01,1.906399,0.01,0.01,79.522545,49.724663,0.01,0.01,0.01,0.01,4.249341,0.01,0.01,0.01,0.01,0.01,0.01
5114,0.01,0.01,0.01,0.01,0.01,5.010027,0.01,52.388405,19.97546,0.01,0.01,0.01,0.01,18.666111,0.01,0.01,0.01,0.01,0.01,0.01
5115,0.01,0.01,0.01,0.01,2.769448,0.01,0.01,8.598145,3.395297,0.01,0.01,0.01,0.01,5.277109,0.01,0.01,0.01,0.01,0.01,0.01
