Doc,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
5116,0.01,0.01,2.289891,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,37.235634,0.01,0.01,0.01,0.01,11.504466,0.01
5117,0.01,0.01,0.01,0.01,0.01,0.01,0.01,27.577812,0.01,0.01,0.01,75.494888,0.01,6.320821,1.646467,0.01,0.01,0.01,0.01,0.01
5118,0.01,0.01,4.387504,0.01,0.93921,0.01,0.01,0.01,0.01,3.01,0.01,0.01,0.01,30.279047,0.01,0.01,0.01,0.01,3.434239,0.01
5119,0.01,0.01,0.01,0.01,3.458948,0.01,0.01,0.01,0.01,0.01,0.01,2.561052,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5120,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12.081959,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.93804,0.01,0.01,0.01
5121,0.01,0.01,15.362667,0.01,4.973763,0.01,0.01,13.598926,22.829401,0.01,0.01,31.96974,0.01,26.73562,0.01,0.01,28.599873,0.01,0.01,0.01
5122,0.01,0.01,0.01,0.01,22.978558,1.01,0.01,54.65435,35.229988,0.01,0.01,6.21724,0.01,93.386765,6.593029,0.01,0.01,0.01,0.01,0.01
5123,0.01,0.01,0.01,0.01,44.432285,0.01,0.01,51.083752,0.01,0.01,19.106768,30.227335,0.01,4.199862,0.01,0.01,0.01,0.01,0.01,0.01
5124,0.01,0.01,0.01,0.01,14.151122,0.01,0.01,17.276857,10.601987,0.01,0.01,0.01,0.01,0.01,1.010015,0.01,0.01,0.01,0.01,1.010018
5125,0.01,0.01,0.89324,0.01,2.595435,0.01,1.01,0.01,0.01,0.01,0.01,3.541326,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5126,0.01,0.01,0.01,0.01,22.207697,0.01,0.01,0.01,9.734222,0.01,6.349649,0.01,0.01,13.74843,0.01,0.01,0.01,0.01,0.01,0.01
5127,0.01,0.01,2.206003,0.01,41.777458,0.01,0.01,22.246986,0.01,0.01,13.256864,0.01,0.01,0.01,0.01,0.01,6.562675,0.01,0.01,0.01
5128,0.01,0.01,0.01,0.01,10.127521,0.01,0.01,22.676451,0.01,0.01,16.434031,0.01,0.940938,10.87106,0.01,0.01,0.01,0.01,0.01,0.01
5129,0.01,0.01,0.01,0.01,29.480185,0.01,0.01,0.01,24.278017,0.01,0.01,2.271793,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5130,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.009999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5131,0.01,0.01,0.01,0.01,43.955109,0.01,3.010018,56.646519,51.421928,2.010015,0.01,16.908096,0.01,24.409733,0.01,0.01,0.01,0.01,1.718559,0.01
5132,0.01,0.01,0.01,0.01,6.79504,0.01,0.01,61.029774,0.01,0.01,0.01,7.129647,0.01,5.058595,1.009988,0.01,0.01,0.01,1.036945,0.01
5133,0.01,0.01,0.01,0.01,9.832507,0.01,0.01,0.01,3.187493,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.01
5134,0.01,0.01,5.010002,0.01,0.01,0.01,0.01,19.009998,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5135,3.009999,0.01,0.01,6.009893,90.460564,0.01,1.009958,17.197168,0.01,0.01,7.174631,12.920321,0.01,86.815941,0.01,0.01,4.491471,0.01,0.01,0.01
5136,0.01,0.01,0.01,0.01,18.136414,0.01,0.01,0.01,19.552809,0.01,0.01,8.340779,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5137,0.01,0.01,0.01,0.01,3.829752,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,32.190266,0.01,2.010003,1.009977,0.01,0.01,0.01
5138,0.01,0.01,0.01,0.01,0.01,2.009994,0.01,18.010008,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5139,0.01,0.01,0.01,0.01,0.01,0.01,0.01,71.724609,58.431763,0.01,0.01,1.47204,0.01,53.411549,0.01,0.01,0.01,0.01,0.01,0.01
5140,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.009997,0.726765,0.01,0.01,16.293232,0.01,2.010002,2.010002,0.01,0.01,0.01
5141,0.01,2.009962,0.01,0.01,25.58424,0.01,2.009961,43.434696,0.01,0.01,0.01,42.875431,0.01,39.145687,0.01,0.01,0.01,0.01,0.01,0.01
5142,0.01,0.01,0.01,0.01,1.466622,0.01,0.01,46.606689,7.448502,0.01,0.01,4.518184,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5143,0.01,0.01,0.01,1.010002,23.344135,0.01,0.01,9.156183,0.01,0.01,0.01,0.01,0.01,82.529648,0.01,0.01,0.01,0.01,0.01,0.01
5144,0.01,0.01,0.01,0.01,1.296013,0.01,0.01,53.07827,2.825817,0.01,0.01,0.01,0.01,17.839899,0.01,0.01,0.01,0.01,0.01,0.01
5145,0.01,0.01,0.01,0.01,1.478953,0.01,0.01,0.01,4.233598,0.01,0.01,0.01,0.01,5.317452,1.009998,0.01,0.01,0.01,0.01,0.01
5146,0.01,0.01,4.752654,0.01,7.918204,3.010062,0.01,0.01,24.942223,0.01,0.01,0.01,3.169687,54.381672,7.010178,0.01,4.56228,0.01,1.343023,0.01
5147,0.01,0.01,3.140979,0.01,0.01,0.01,0.01,22.400593,9.578544,0.01,0.01,0.01,0.01,6.919885,0.01,0.01,0.01,0.01,0.01,0.01
5148,0.01,0.01,0.01,0.01,4.427479,0.01,0.01,6.92663,0.01,3.010002,0.01,0.01,0.01,2.67589,0.01,0.01,0.01,0.01,0.01,0.01
5149,0.01,0.01,0.01,0.01,31.806604,0.01,0.01,0.01,5.955414,0.01,0.01,9.921873,0.01,13.356104,0.01,0.01,0.01,0.01,0.01,0.01
5150,0.01,0.01,0.01,0.01,0.01,0.01,0.01,22.899387,2.120612,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5151,0.01,0.01,0.01,0.01,3.100549,0.01,0.01,15.427941,10.831669,0.01,0.01,18.055695,0.01,19.63415,0.01,0.01,0.01,0.01,0.01,0.01
5152,0.01,0.01,3.010039,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,22.009964,0.01,0.01,0.01,0.01,0.01,0.01
5153,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.237197,2.072224,0.01,0.01,0.01,0.01,39.720581,0.01,0.01,0.01,0.01,0.01,0.01
5154,0.01,0.01,0.01,7.009985,53.449516,0.01,0.01,167.002792,0.010225,0.01,0.01,89.913223,0.01,42.674244,0.01,0.01,0.01,9.009981,0.01,0.01
5155,0.01,0.01,0.01,1.009988,0.01,0.01,0.01,0.01,25.820728,0.01,1.101825,0.994302,0.01,53.123135,0.01,0.01,0.01,0.01,0.01,0.01
5156,0.01,0.01,1.051322,0.01,30.94795,0.01,0.01,2.490353,12.178147,0.01,0.01,0.01,0.01,108.351753,4.04049,0.01,0.01,0.01,0.01,0.01
5157,0.01,1.010004,0.01,0.01,0.01,0.01,0.01,30.28504,0.01,2.01,0.01,1.661649,0.01,14.871107,0.01,0.01,0.01,0.01,0.01,1.222201
5158,0.01,0.01,0.01,0.01,0.01,0.01,0.01,40.403618,19.731678,0.01,2.36974,300.715271,0.01,23.829765,0.01,0.01,0.01,0.01,0.01,0.01
5159,0.01,0.01,0.01,0.01,27.629898,0.01,0.01,0.01,20.920288,0.01,0.01,0.01,0.01,41.479809,0.01,0.01,0.01,0.01,0.01,0.01
5160,0.01,0.01,9.670423,0.01,30.805595,0.01,0.01,16.682022,4.881961,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5161,0.01,3.009889,0.01,0.01,10.324995,0.01,0.01,185.731827,4.663846,0.01,0.01,0.01,1.644625,73.563187,0.01,0.01,3.131695,0.01,0.01,0.01
5162,0.01,0.01,0.759094,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009794,31.083263,0.01,2.010012,0.01,1.010002,6.18783,0.01
5163,0.01,0.01,4.60658,0.01,13.303169,0.01,0.01,0.01,0.01,0.01,3.620418,0.01,0.01,26.509834,0.01,0.01,0.01,0.01,0.01,0.01
5164,1.010011,0.01,0.01,0.01,15.790582,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,38.212593,0.01,1.010005,0.01,0.01,0.01,1.026802
5165,0.01,0.01,0.01,2.009876,0.01,0.01,0.01,16.67972,0.01,0.01,0.01,0.01,0.01,113.968666,0.01,0.01,0.01,0.01,0.01,3.381687
5166,0.01,0.01,0.01,0.01,45.071934,0.01,0.01,0.01,50.660488,0.01,0.01,0.01,0.01,15.297579,0.01,0.01,0.01,0.01,0.01,0.01
5167,0.01,0.01,0.01,0.01,40.608509,0.01,0.01,1.448473,1.243576,0.01,9.924077,9.407751,0.01,5.42761,0.01,1.010002,0.01,0.01,0.01,0.01
5168,0.01,2.010009,0.01,0.01,0.01,0.01,0.01,66.904716,47.305267,0.01,0.01,0.01,0.01,198.05397,0.01,0.01,1.010402,0.01,3.775621,0.01
5169,1.009995,0.01,0.01,0.01,0.01,0.01,0.01,183.132492,0.01,0.01,2.51424,0.01,0.01,118.2342,0.01,1.010005,0.01,0.01,0.01,1.15906
5170,0.01,0.01,0.01,0.01,18.202967,0.01,0.01,11.120404,50.057411,0.01,0.01,12.455278,0.01,113.007942,0.01,0.01,0.01,0.01,0.01,2.215985
5171,0.01,0.01,0.926557,0.01,7.477965,0.01,0.01,0.01,0.01,0.01,2.784035,0.01,0.01,21.85144,0.01,0.01,0.01,0.01,0.01,0.01
5172,0.01,0.01,0.01,0.01,26.54591,0.01,0.01,9.452834,28.846161,0.01,0.01,0.01,0.01,15.355202,2.849891,0.01,0.01,0.01,0.01,0.01
5173,0.01,0.01,0.01,0.01,40.27866,0.01,0.01,55.621944,18.824083,0.01,0.01,0.01,0.01,0.01,7.315297,0.01,0.01,0.01,0.01,0.01
5174,0.01,0.01,25.199541,0.01,55.105949,0.01,0.01,2.145914,25.205502,0.01,0.01,0.01,0.01,5.393094,0.01,0.01,0.01,0.01,0.01,0.01
5175,0.01,1.009997,1.010005,0.01,16.716312,0.01,0.01,3.221177,0.01,0.01,1.09251,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5176,0.01,0.01,1.010006,0.01,0.01,0.01,0.01,26.263962,11.112321,0.01,0.01,0.01,1.953409,1.710305,0.01,0.01,0.01,0.01,0.01,0.01
5177,0.01,1.009997,3.010021,0.01,11.693795,0.01,0.01,0.01,2.833016,0.01,1.080396,0.01,0.01,4.432775,0.01,0.01,0.01,0.01,0.01,0.01
5178,0.01,0.01,2.156601,0.01,0.01,0.01,0.01,32.677837,7.149501,0.01,1.056056,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5179,0.01,0.01,7.668597,0.01,0.01,0.01,0.01,109.322853,0.01,0.01,0.01,0.01,0.01,11.038567,0.01,0.01,0.01,0.01,0.01,0.01
5180,0.01,0.01,0.01,0.01,7.840513,0.01,0.01,0.01,15.179487,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5181,0.01,0.01,0.01,0.01,0.01,0.01,0.01,34.386658,0.01,0.01,0.01,0.01,0.01,82.633339,0.01,0.01,0.01,0.01,0.01,0.01
5182,0.01,0.01,0.01,0.01,0.01,1.009992,0.01,50.358185,5.306708,0.01,0.01,0.01,0.01,90.326973,0.01,0.01,0.01,0.01,0.01,2.048175
5183,0.01,0.01,0.01,0.01,10.618953,0.01,0.01,6.481346,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.929701,0.01,0.01,0.01
5184,0.01,0.01,0.01,0.01,147.234009,0.01,0.01,33.799622,47.339993,0.01,0.01,7.509278,6.800326,73.0923,27.967142,1.009979,0.01,0.01,1.012807,1.334514
5185,0.01,0.01,0.01,0.01,4.988117,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.198783,0.884651,0.96845,0.01,0.01,0.01,0.01
5186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,54.009983,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5187,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,16.195833,1.009968,0.01,1.824209,0.01,0.01,2.00999
5188,0.01,0.01,0.01,0.01,24.083439,0.01,0.01,0.01,8.61147,0.01,0.01,3.335094,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5189,0.01,0.01,0.01,0.01,8.295633,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,29.593927,0.01,0.01,20.140442,0.01,0.01,0.01
5190,0.01,0.01,1.805622,0.01,0.01,0.01,0.01,2.066013,0.01,0.01,0.01,0.01,0.01,19.772518,0.01,0.01,0.01,0.01,5.395846,0.01
5191,0.01,0.01,84.289268,0.01,0.01,0.01,0.01,47.694935,11.488468,0.01,0.01,0.01,0.01,20.567289,0.01,0.01,0.01,0.01,0.01,0.01
5192,0.01,0.01,0.01,0.01,10.934031,0.01,0.01,32.18721,0.01,0.01,6.908757,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5193,0.01,0.01,0.01,0.01,4.499004,0.01,0.01,5.602202,0.01,0.01,0.928795,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5194,0.01,0.01,0.01,0.01,5.11144,0.01,0.01,0.01,1.90856,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5195,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.833518,4.586576,0.01,0.01,0.01,0.01,21.609905,0.01,0.01,0.01,0.01,0.01,0.01
5196,0.01,0.01,0.01,0.01,0.01,0.01,0.01,41.902882,0.01,0.01,0.01,0.01,0.01,44.117115,0.01,0.01,0.01,0.01,0.01,0.01
5197,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.026526,0.01,37.993469,0.01,0.01,0.01,0.01,0.01,0.01
5198,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.323454,0.01,0.01,15.288822,0.01,0.01,60.417721,0.01,0.01,0.01,0.01,0.01,0.01
5199,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.862143,0.01,0.01,0.01,7.643252,0.01,79.528961,7.005634,0.01,0.01,0.01,0.01,0.01
5200,0.01,0.01,0.01,0.01,31.679699,0.01,0.01,0.01,18.467505,0.01,0.01,0.01,0.01,5.882796,0.01,0.01,0.01,0.01,0.01,0.01
5201,0.01,0.01,0.01,0.01,11.621258,0.01,0.01,16.879736,20.726496,0.01,0.01,0.01,0.924411,0.01,0.01,0.01,0.01,0.01,0.01,0.898095
5202,0.01,0.01,0.01,0.01,3.790447,0.01,0.01,5.164432,3.327486,0.01,0.01,0.01,0.01,70.769882,0.01,0.01,0.01,0.01,282.997711,30.010029
5203,0.01,0.01,2.084887,0.01,0.01,0.01,0.01,15.581672,0.01,0.01,0.01,0.01,0.01,33.841408,0.01,0.01,86.349007,0.01,4.193014,0.01
5204,0.01,0.01,0.01,0.01,0.01,0.01,0.01,36.010036,0.01,0.01,0.01,0.01,2.009959,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5205,0.01,0.01,0.01,0.01,16.514742,0.01,0.01,5.205625,7.309632,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5206,0.01,0.01,0.01,0.01,275.855804,0.01,0.01,30.137793,0.01,0.01,18.823637,0.01,0.01,58.222668,0.01,2.009983,0.01,0.01,0.01,0.01
5207,0.01,0.01,3.499745,0.01,26.717436,0.01,0.01,50.310688,14.672631,0.01,0.01,0.01,0.01,6.468036,0.01,0.01,3.296158,0.01,2.1053,0.01
5208,0.01,0.01,0.01,0.01,0.01,0.01,0.01,29.347963,8.67204,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5209,2.009994,0.01,0.01,0.01,9.579319,0.01,0.01,57.165848,0.01,0.01,0.01,33.284832,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5210,0.01,0.01,0.01,0.01,0.01,0.01,0.01,23.23789,13.60536,0.01,0.01,1.186751,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5211,0.01,0.01,0.01,0.01,2.660706,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.359294,0.01,0.01,0.01,0.01,0.01,0.01
5212,0.01,0.01,1.01,0.01,7.665469,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.354531,0.01,0.01,0.01,0.01,0.01,0.01
5213,0.01,0.01,15.623322,0.01,27.368557,0.01,0.01,74.233398,12.040606,0.01,0.01,1.527317,0.01,40.266804,0.01,0.01,0.01,0.01,0.01,0.01
5214,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.28567,0.01,0.01,0.01,0.01,0.01,24.233969,0.01,0.01,17.510363,0.01,0.01,0.01
5215,0.01,0.01,0.01,0.01,17.748802,0.01,0.01,8.314202,0.01,0.01,0.01,0.01,0.966996,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5216,0.01,0.01,0.01,0.01,9.794294,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12.225706,0.01,0.01,0.01
5217,0.01,0.01,0.01,3.009921,0.01,0.01,0.01,35.745159,5.794603,0.01,0.01,1.087656,0.01,53.412659,0.01,0.01,0.01,0.01,0.01,0.01
5218,0.01,0.01,0.01,0.01,29.218531,0.01,0.01,34.409374,0.01,0.01,0.01,9.402098,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5219,0.01,0.01,0.01,0.01,0.01,0.01,0.01,25.595098,2.595087,0.01,0.01,0.01,0.01,9.839812,0.01,0.01,0.01,0.01,0.01,0.01
5220,0.01,0.01,0.01,0.01,5.399974,0.01,0.01,0.01,10.582545,0.01,0.01,0.01,0.01,38.047482,0.01,0.01,0.01,0.01,0.01,0.01
5221,0.01,2.01,0.01,0.01,9.118883,0.01,0.01,15.901118,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5222,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.945391,17.07461,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5223,0.01,0.01,2.355447,0.01,0.01,0.01,0.01,11.566742,10.1554,0.01,0.01,0.01,0.01,55.103336,1.869066,0.01,0.01,0.01,0.01,0.01
5224,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.202864,3.350305,0.01,2.514053,0.01,0.01,3.972779,0.01,0.01,0.01,0.01,0.01,0.01
5225,0.01,0.01,0.01,0.01,0.01,0.01,0.01,13.691646,2.881887,0.01,0.01,0.01,0.01,55.456455,0.01,0.01,0.01,0.01,0.01,0.01
5226,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.882471,0.01,0.01,17.137531,0.01,0.01,0.01,0.01,0.01,0.01
5227,0.01,0.01,0.01,0.01,0.01,1.009994,0.01,8.56812,0.01,0.01,0.01,0.01,0.01,70.451897,0.01,0.01,0.01,1.009994,0.01,0.01
5228,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,23.735983,0.01,0.01,9.28402,0.01,0.01,0.01
5229,0.01,0.01,2.377504,0.01,0.01,0.01,0.01,20.642498,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5230,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.98756,0.01,0.01,0.01,0.01,0.01,3.03244,0.01,0.01,0.01,0.01,0.01,0.01
5231,0.01,0.01,0.01,0.01,0.01,0.01,0.01,14.836293,16.477264,0.01,0.01,0.01,0.01,11.467289,0.01,0.01,0.01,0.01,0.01,1.259153
5232,0.01,0.01,0.711823,0.01,20.073208,0.01,0.01,3.085365,1.711064,0.01,1.226807,150.261826,5.276237,13.733593,0.01,0.01,0.01,0.01,0.01,0.01
5233,3.009974,0.01,0.01,0.01,0.01,0.01,0.01,8.964871,6.120985,0.01,1.001395,0.01,0.01,96.952774,0.01,0.01,0.01,0.01,0.01,0.01
5234,0.01,0.01,0.01,0.01,38.92432,0.01,0.01,92.553383,0.01,0.01,5.113033,19.882496,0.01,0.01,0.01,0.01,1.348374,2.009994,0.01,7.238407
5235,0.01,0.01,8.259238,0.01,21.936342,0.01,0.01,127.758469,96.302422,0.01,0.01,0.01,0.01,31.58724,9.216198,0.01,0.01,0.01,0.01,0.01
5236,0.01,0.01,0.01,0.01,4.365455,0.01,0.01,0.01,14.711554,0.01,0.01,0.01,0.01,19.952991,0.01,0.01,0.01,0.01,0.01,0.01
5237,0.01,0.01,0.01,2.010019,30.143429,0.01,0.01,0.01,0.01,1.010003,0.01,0.01,0.01,3.725802,0.01,0.01,0.01,0.01,2.16075,0.01
5238,0.01,0.01,0.01,1.009984,0.01,0.01,0.01,7.010016,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5239,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.988027,4.031973,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5240,0.01,0.01,9.084346,0.01,2.825643,0.01,0.01,0.01,2.846672,0.01,0.01,0.01,0.01,60.283333,0.01,0.01,0.01,0.01,0.01,0.01
5241,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.696553,9.863928,0.01,0.01,0.01,0.01,12.46952,0.01,0.01,0.01,0.01,0.01,0.01
5242,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.011497,0.01,35.008507,0.01,0.01,0.01,0.01,0.01,0.01
5243,0.01,0.01,0.01,0.01,2.822923,0.01,0.01,12.53271,45.904446,0.01,0.01,1.085616,0.01,13.70429,0.01,0.01,0.01,0.01,0.01,0.01
5244,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.227484,0.01,0.01,0.01,0.01,0.01,49.344757,0.01,0.01,0.01,0.01,2.45776,0.01
5245,0.01,0.01,0.01,2.009995,32.739704,0.01,0.01,2.338612,9.060995,1.009993,0.01,0.01,0.01,7.9007,0.01,0.01,0.01,0.01,0.01,0.01
5246,0.01,0.01,0.01,0.01,32.037876,0.01,0.01,0.01,0.01,0.01,12.982128,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5247,0.01,0.01,61.810936,0.01,57.784687,0.01,0.01,13.070805,0.01,0.01,7.662124,1.112483,1.010001,21.74999,0.01,0.01,0.878934,0.01,0.01,0.01
5248,0.01,0.01,0.01,0.01,0.01,0.01,0.01,67.472183,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.547832,0.01
5249,1.009998,0.01,32.869518,1.009969,8.885564,0.01,0.01,32.847862,1.216376,0.01,0.01,0.01,0.01,174.804001,0.01,0.01,0.01,0.01,0.01,2.436706
5250,0.01,0.01,0.01,2.009992,30.212637,0.01,0.01,0.01,16.447119,1.009989,0.01,0.01,0.01,26.370274,0.01,0.01,0.01,0.01,0.01,0.01
5251,0.01,0.01,1.439673,3.010018,47.728947,0.01,0.01,15.665293,46.671391,1.009982,9.076901,2.11635,0.82365,42.429073,0.01,2.009933,0.01,0.01,5.138801,0.01
5252,0.01,0.01,2.052233,0.01,50.295757,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.565334,0.01,0.01,2.126671,0.01,0.01,0.01
5253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9.796802,5.782693,0.01,0.01,0.01,0.01,43.450508,0.01,0.01,0.01,0.01,0.01,0.01
5254,0.01,0.01,0.01,0.01,40.316666,0.01,0.01,0.01,0.01,0.01,5.408888,30.569168,0.01,5.74527,0.01,0.01,0.01,0.01,0.01,0.01
5255,0.01,0.01,0.01,1.009969,50.575413,0.01,0.01,0.01,0.01,0.01,5.082631,30.710199,0.01,2.671779,0.01,0.01,0.01,0.01,0.01,0.01
5256,0.01,2.00407,3.266815,0.01,93.662148,0.01,0.01,2.319309,0.01,0.01,0.01,0.01,0.01,51.248589,0.01,0.01,4.559025,0.01,0.01,0.01
5257,0.01,0.01,0.809628,0.01,11.701517,0.01,0.01,43.518856,0.01,1.009998,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5258,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.183136,0.01,0.01,0.01,0.01,0.01,57.836868,0.01,0.01,0.01,0.01,0.01,0.01
5259,0.953848,0.01,2.010002,0.01,0.01,0.01,0.01,7.831648,0.01,0.01,0.01,0.01,0.01,3.244503,0.01,0.01,0.01,0.01,0.01,0.01
5260,0.636923,0.01,8.942784,0.01,61.254406,0.01,0.01,2.871413,0.01,0.01,0.01,7.978778,0.01,11.209552,0.01,0.01,2.176145,0.01,0.01,0.01
5261,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.68164,0.01,0.01,0.01,0.01,0.01,38.338364,1.009995,0.01,0.01,0.01,0.01,0.01
5262,0.01,0.01,0.01,1.009986,103.591385,0.01,0.01,0.01,0.01,0.01,0.01,6.842182,0.01,55.596428,0.01,0.01,0.01,0.01,0.01,0.01
5263,0.01,0.01,0.01,0.01,1.294496,0.01,0.01,0.01,0.01,0.01,3.106055,0.01,0.01,7.460523,0.01,0.01,0.01,0.01,0.01,1.178925
5264,0.01,0.01,0.01,0.01,4.879823,0.01,0.01,123.680542,0.01,0.01,0.01,23.779121,0.01,34.700508,0.01,0.01,0.01,0.01,0.01,0.01
5265,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.885158,0.01,0.01,2.636544,0.01,34.508293,0.01,0.01,0.01,0.01,0.01,0.01
5266,0.01,0.01,0.01,0.01,0.01,0.01,2.009949,16.067383,0.01,0.01,0.01,6.491892,0.01,49.470779,0.01,0.01,0.01,0.01,0.01,0.01
5267,0.01,0.01,0.01,0.01,0.01,0.01,0.01,52.416481,0.01,0.01,4.031751,18.581764,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5268,0.01,0.01,1.01,0.01,0.01,0.01,0.01,32.827633,0.01,0.01,0.01,1.192358,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5269,3.009979,0.01,0.01,0.01,2.306285,0.01,0.01,135.441391,3.175051,0.01,0.01,5.381406,2.009793,34.746101,0.01,4.009978,0.01,0.01,0.01,0.01
5270,0.01,0.01,1.072296,0.01,20.30447,0.01,0.01,43.742874,0.01,0.01,0.01,0.01,0.01,4.298654,0.01,0.01,0.01,0.01,1.212417,2.42929
5271,0.01,0.01,0.01,0.01,3.319159,0.01,0.01,13.535229,0.01,0.01,0.01,0.01,0.01,21.986668,0.01,0.01,3.198945,0.01,0.01,0.01
5272,0.01,0.01,0.01,0.01,0.01,0.01,0.01,88.703278,5.276934,0.01,0.01,8.101272,0.01,58.958485,0.01,0.01,0.01,0.01,0.01,0.01
5273,0.01,0.01,0.01,0.01,27.137058,0.01,0.01,24.271706,0.01,0.01,15.072007,88.559219,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5274,0.01,0.01,0.01,0.01,19.742142,0.01,0.01,4.414534,21.560844,0.01,0.01,2.24255,0.01,6.058675,0.01,0.01,0.01,0.01,1.041252,0.01
